SiteName,Urban,PlotID,species,age,count,morph
Wildwood,rural,61,THPL,sm,0,con
McIver,rural,63,THPL,sm,1,con
Wildwood,rural,67,THPL,sm,0,con
Wildwood,rural,69,THPL,sm,0,con
Wildwood,rural,74,THPL,sm,0,con
McIver,rural,75,THPL,sm,1,con
Sandy,rural,80,THPL,sm,0,con
Sandy,rural,82,THPL,sm,0,con
Sandy,rural,83,THPL,sm,0,con
Wildwood,rural,83,THPL,sm,0,con
Wildwood,rural,87,THPL,sm,0,con
Wildwood,rural,88,THPL,sm,0,con
Sandy,rural,95,THPL,sm,0,con
Sandy,rural,111,THPL,sm,0,con
Sandy,rural,122,THPL,sm,0,con
Sandy,rural,128,THPL,sm,0,con
Sandy,rural,136,THPL,sm,0,con
Sandy,rural,141,THPL,sm,0,con
Sandy,rural,159,THPL,sm,2,con
Sandy,rural,176,THPL,sm,0,con
Sandy,rural,181,THPL,sm,0,con
Barlow,rural,1,ACCI,sm,0,dec
Marquam,urban,1,ACCI,sm,0,dec
Tryon,urban,1,ACCI,sm,0,dec
Wildwood,rural,1,ACCI,sm,0,dec
Barlow,rural,2,ACCI,sm,0,dec
Riverview,urban,2,ACCI,sm,0,dec
Barlow,rural,3,ACCI,sm,0,dec
ForestPark,urban,3,ACCI,sm,0,dec
McIver,rural,3,ACCI,sm,0,dec
Wildwood,rural,3,ACCI,sm,0,dec
Barlow,rural,4,ACCI,sm,0,dec
Marquam,urban,4,ACCI,sm,0,dec
Riverview,urban,4,ACCI,sm,0,dec
Riverview,urban,4,ACCI,sm,0,dec
Marquam,urban,5,ACCI,sm,0,dec
McIver,rural,5,ACCI,sm,0,dec
Riverview,urban,5,ACCI,sm,0,dec
Marquam,urban,6,ACCI,sm,0,dec
Riverview,urban,6,ACCI,sm,0,dec
Barlow,rural,7,ACCI,sm,0,dec
Lacamas,urban,7,ACCI,sm,0,dec
Riverview,urban,7,ACCI,sm,0,dec
ForestPark,urban,8,ACCI,sm,0,dec
Lacamas,urban,8,ACCI,sm,0,dec
Tryon,urban,8,ACCI,sm,0,dec
Barlow,rural,10,ACCI,sm,0,dec
Lacamas,urban,10,ACCI,sm,0,dec
Marquam,urban,10,ACCI,sm,0,dec
Oxbow,rural,10,ACCI,sm,1,dec
Oxbow,rural,11,ACCI,sm,0,dec
Barlow,rural,11,ACCI,sm,2,dec
ForestPark,urban,11,ACCI,sm,0,dec
Marquam,urban,11,ACCI,sm,0,dec
Riverview,urban,11,ACCI,sm,0,dec
ForestPark,urban,12,ACCI,sm,0,dec
Lacamas,urban,12,ACCI,sm,0,dec
McIver,rural,12,ACCI,sm,0,dec
Oxbow,rural,12,ACCI,sm,0,dec
Barlow,rural,13,ACCI,sm,0,dec
ForestPark,urban,13,ACCI,sm,0,dec
Lacamas,urban,13,ACCI,sm,0,dec
Tryon,urban,13,ACCI,sm,2,dec
Barlow,rural,14,ACCI,sm,0,dec
ForestPark,urban,14,ACCI,sm,0,dec
Lacamas,urban,14,ACCI,sm,0,dec
Marquam,urban,14,ACCI,sm,1,dec
ForestPark,urban,15,ACCI,sm,0,dec
ForestPark,urban,15,ACCI,sm,0,dec
McIver,rural,15,ACCI,sm,0,dec
Riverview,urban,15,ACCI,sm,0,dec
Tryon,urban,15,ACCI,sm,6,dec
Barlow,rural,16,ACCI,sm,0,dec
Tryon,urban,16,ACCI,sm,0,dec
Lacamas,urban,17,ACCI,sm,2,dec
McIver,rural,18,ACCI,sm,1,dec
Oxbow,rural,18,ACCI,sm,0,dec
Riverview,urban,18,ACCI,sm,0,dec
Tryon,urban,18,ACCI,sm,0,dec
Wildwood,rural,18,ACCI,sm,0,dec
ForestPark,urban,19,ACCI,sm,6,dec
Barlow,rural,20,ACCI,sm,0,dec
Lacamas,urban,20,ACCI,sm,2,dec
McIver,rural,20,ACCI,sm,0,dec
Riverview,urban,20,ACCI,sm,0,dec
Riverview,urban,20,ACCI,sm,0,dec
Lacamas,urban,21,ACCI,sm,0,dec
Riverview,urban,21,ACCI,sm,0,dec
Tryon,urban,21,ACCI,sm,0,dec
Marquam,urban,22,ACCI,sm,0,dec
Tryon,urban,23,ACCI,sm,0,dec
Wildwood,rural,23,ACCI,sm,0,dec
Barlow,rural,24,ACCI,sm,0,dec
ForestPark,urban,24,ACCI,sm,0,dec
Riverview,urban,24,ACCI,sm,0,dec
Wildwood,rural,24,ACCI,sm,0,dec
Barlow,rural,25,ACCI,sm,1,dec
Marquam,urban,25,ACCI,sm,0,dec
Riverview,urban,25,ACCI,sm,0,dec
McIver,rural,26,ACCI,sm,1,dec
Sandy,rural,26,ACCI,sm,2,dec
Barlow,rural,27,ACCI,sm,0,dec
Tryon,urban,27,ACCI,sm,0,dec
Oxbow,rural,28,ACCI,sm,0,dec
Tryon,urban,28,ACCI,sm,0,dec
Lacamas,urban,29,ACCI,sm,1,dec
Oxbow,rural,29,ACCI,sm,0,dec
Tryon,urban,29,ACCI,sm,0,dec
Barlow,rural,30,ACCI,sm,0,dec
ForestPark,urban,30,ACCI,sm,0,dec
Riverview,urban,30,ACCI,sm,0,dec
Tryon,urban,30,ACCI,sm,0,dec
Marquam,urban,31,ACCI,sm,0,dec
McIver,rural,31,ACCI,sm,0,dec
Tryon,urban,31,ACCI,sm,0,dec
Marquam,urban,32,ACCI,sm,0,dec
Oxbow,rural,32,ACCI,sm,0,dec
Lacamas,urban,35,ACCI,sm,2,dec
Marquam,urban,35,ACCI,sm,0,dec
Oxbow,rural,35,ACCI,sm,1,dec
Wildwood,rural,35,ACCI,sm,0,dec
ForestPark,urban,36,ACCI,sm,0,dec
Tryon,urban,36,ACCI,sm,7,dec
Wildwood,rural,37,ACCI,sm,1,dec
Oxbow,rural,38,ACCI,sm,0,dec
Lacamas,urban,39,ACCI,sm,0,dec
ForestPark,urban,40,ACCI,sm,0,dec
Oxbow,rural,40,ACCI,sm,0,dec
Tryon,urban,40,ACCI,sm,5,dec
Wildwood,rural,40,ACCI,sm,0,dec
McIver,rural,41,ACCI,sm,0,dec
Lacamas,urban,43,ACCI,sm,1,dec
Oxbow,rural,43,ACCI,sm,0,dec
ForestPark,urban,45,ACCI,sm,0,dec
Oxbow,rural,45,ACCI,sm,0,dec
Oxbow,rural,46,ACCI,sm,0,dec
Lacamas,urban,47,ACCI,sm,0,dec
Marquam,urban,47,ACCI,sm,1,dec
Oxbow,rural,47,ACCI,sm,0,dec
Marquam,urban,48,ACCI,sm,0,dec
Oxbow,rural,48,ACCI,sm,0,dec
Sandy,rural,48,ACCI,sm,1,dec
ForestPark,urban,49,ACCI,sm,0,dec
Lacamas,urban,50,ACCI,sm,0,dec
Marquam,urban,50,ACCI,sm,0,dec
McIver,rural,51,ACCI,sm,4,dec
Sandy,rural,53,ACCI,sm,0,dec
McIver,rural,56,ACCI,sm,0,dec
McIver,rural,57,ACCI,sm,0,dec
McIver,rural,61,ACCI,sm,0,dec
Wildwood,rural,61,ACCI,sm,0,dec
McIver,rural,63,ACCI,sm,0,dec
Wildwood,rural,67,ACCI,sm,1,dec
Wildwood,rural,69,ACCI,sm,3,dec
Wildwood,rural,74,ACCI,sm,2,dec
McIver,rural,75,ACCI,sm,0,dec
Sandy,rural,80,ACCI,sm,0,dec
Sandy,rural,82,ACCI,sm,0,dec
Sandy,rural,83,ACCI,sm,2,dec
Wildwood,rural,83,ACCI,sm,0,dec
Wildwood,rural,87,ACCI,sm,0,dec
Wildwood,rural,88,ACCI,sm,1,dec
Sandy,rural,95,ACCI,sm,1,dec
Sandy,rural,111,ACCI,sm,2,dec
Sandy,rural,122,ACCI,sm,2,dec
Sandy,rural,128,ACCI,sm,3,dec
Sandy,rural,136,ACCI,sm,3,dec
Sandy,rural,141,ACCI,sm,0,dec
Sandy,rural,159,ACCI,sm,1,dec
Sandy,rural,176,ACCI,sm,0,dec
Sandy,rural,181,ACCI,sm,1,dec
Barlow,rural,1,ACMA,sm,0,dec
Marquam,urban,1,ACMA,sm,0,dec
Tryon,urban,1,ACMA,sm,0,dec
Wildwood,rural,1,ACMA,sm,0,dec
Barlow,rural,2,ACMA,sm,0,dec
Riverview,urban,2,ACMA,sm,0,dec
Barlow,rural,3,ACMA,sm,0,dec
ForestPark,urban,3,ACMA,sm,0,dec
McIver,rural,3,ACMA,sm,0,dec
Wildwood,rural,3,ACMA,sm,0,dec
Barlow,rural,4,ACMA,sm,0,dec
Marquam,urban,4,ACMA,sm,0,dec
Riverview,urban,4,ACMA,sm,0,dec
Riverview,urban,4,ACMA,sm,0,dec
Marquam,urban,5,ACMA,sm,0,dec
McIver,rural,5,ACMA,sm,0,dec
Riverview,urban,5,ACMA,sm,0,dec
Marquam,urban,6,ACMA,sm,0,dec
Riverview,urban,6,ACMA,sm,0,dec
Barlow,rural,7,ACMA,sm,0,dec
Lacamas,urban,7,ACMA,sm,0,dec
Riverview,urban,7,ACMA,sm,0,dec
ForestPark,urban,8,ACMA,sm,0,dec
Lacamas,urban,8,ACMA,sm,0,dec
Tryon,urban,8,ACMA,sm,0,dec
Barlow,rural,10,ACMA,sm,0,dec
Lacamas,urban,10,ACMA,sm,0,dec
Marquam,urban,10,ACMA,sm,0,dec
Oxbow,rural,10,ACMA,sm,0,dec
Oxbow,rural,11,ACMA,sm,0,dec
Barlow,rural,11,ACMA,sm,0,dec
ForestPark,urban,11,ACMA,sm,0,dec
Marquam,urban,11,ACMA,sm,0,dec
Riverview,urban,11,ACMA,sm,0,dec
ForestPark,urban,12,ACMA,sm,0,dec
Lacamas,urban,12,ACMA,sm,0,dec
McIver,rural,12,ACMA,sm,0,dec
Oxbow,rural,12,ACMA,sm,0,dec
Barlow,rural,13,ACMA,sm,0,dec
ForestPark,urban,13,ACMA,sm,0,dec
Lacamas,urban,13,ACMA,sm,0,dec
Tryon,urban,13,ACMA,sm,0,dec
Barlow,rural,14,ACMA,sm,0,dec
ForestPark,urban,14,ACMA,sm,0,dec
Lacamas,urban,14,ACMA,sm,0,dec
Marquam,urban,14,ACMA,sm,0,dec
ForestPark,urban,15,ACMA,sm,0,dec
ForestPark,urban,15,ACMA,sm,0,dec
McIver,rural,15,ACMA,sm,0,dec
Riverview,urban,15,ACMA,sm,0,dec
Tryon,urban,15,ACMA,sm,0,dec
Barlow,rural,16,ACMA,sm,0,dec
Tryon,urban,16,ACMA,sm,0,dec
Lacamas,urban,17,ACMA,sm,0,dec
McIver,rural,18,ACMA,sm,0,dec
Oxbow,rural,18,ACMA,sm,0,dec
Riverview,urban,18,ACMA,sm,0,dec
Tryon,urban,18,ACMA,sm,0,dec
Wildwood,rural,18,ACMA,sm,0,dec
ForestPark,urban,19,ACMA,sm,0,dec
Barlow,rural,20,ACMA,sm,0,dec
Lacamas,urban,20,ACMA,sm,0,dec
McIver,rural,20,ACMA,sm,0,dec
Riverview,urban,20,ACMA,sm,0,dec
Riverview,urban,20,ACMA,sm,0,dec
Lacamas,urban,21,ACMA,sm,0,dec
Riverview,urban,21,ACMA,sm,0,dec
Tryon,urban,21,ACMA,sm,0,dec
Marquam,urban,22,ACMA,sm,0,dec
Tryon,urban,23,ACMA,sm,0,dec
Wildwood,rural,23,ACMA,sm,0,dec
Barlow,rural,24,ACMA,sm,1,dec
ForestPark,urban,24,ACMA,sm,0,dec
Riverview,urban,24,ACMA,sm,0,dec
Wildwood,rural,24,ACMA,sm,0,dec
Barlow,rural,25,ACMA,sm,0,dec
Marquam,urban,25,ACMA,sm,0,dec
Riverview,urban,25,ACMA,sm,0,dec
McIver,rural,26,ACMA,sm,0,dec
Sandy,rural,26,ACMA,sm,0,dec
Barlow,rural,27,ACMA,sm,0,dec
Tryon,urban,27,ACMA,sm,0,dec
Oxbow,rural,28,ACMA,sm,0,dec
Tryon,urban,28,ACMA,sm,0,dec
Lacamas,urban,29,ACMA,sm,0,dec
Oxbow,rural,29,ACMA,sm,0,dec
Tryon,urban,29,ACMA,sm,0,dec
Barlow,rural,30,ACMA,sm,0,dec
ForestPark,urban,30,ACMA,sm,47,dec
Riverview,urban,30,ACMA,sm,0,dec
Tryon,urban,30,ACMA,sm,0,dec
Marquam,urban,31,ACMA,sm,0,dec
McIver,rural,31,ACMA,sm,0,dec
Tryon,urban,31,ACMA,sm,0,dec
Marquam,urban,32,ACMA,sm,0,dec
Oxbow,rural,32,ACMA,sm,0,dec
Lacamas,urban,35,ACMA,sm,0,dec
Marquam,urban,35,ACMA,sm,0,dec
Oxbow,rural,35,ACMA,sm,0,dec
Wildwood,rural,35,ACMA,sm,0,dec
ForestPark,urban,36,ACMA,sm,0,dec
Tryon,urban,36,ACMA,sm,0,dec
Wildwood,rural,37,ACMA,sm,0,dec
Oxbow,rural,38,ACMA,sm,0,dec
Lacamas,urban,39,ACMA,sm,0,dec
ForestPark,urban,40,ACMA,sm,0,dec
Oxbow,rural,40,ACMA,sm,0,dec
Tryon,urban,40,ACMA,sm,0,dec
Wildwood,rural,40,ACMA,sm,0,dec
McIver,rural,41,ACMA,sm,0,dec
Lacamas,urban,43,ACMA,sm,0,dec
Oxbow,rural,43,ACMA,sm,0,dec
ForestPark,urban,45,ACMA,sm,0,dec
Oxbow,rural,45,ACMA,sm,0,dec
Oxbow,rural,46,ACMA,sm,0,dec
Lacamas,urban,47,ACMA,sm,0,dec
Marquam,urban,47,ACMA,sm,0,dec
Oxbow,rural,47,ACMA,sm,0,dec
Marquam,urban,48,ACMA,sm,0,dec
Oxbow,rural,48,ACMA,sm,0,dec
Sandy,rural,48,ACMA,sm,0,dec
ForestPark,urban,49,ACMA,sm,0,dec
Lacamas,urban,50,ACMA,sm,0,dec
Marquam,urban,50,ACMA,sm,0,dec
McIver,rural,51,ACMA,sm,0,dec
Sandy,rural,53,ACMA,sm,0,dec
McIver,rural,56,ACMA,sm,0,dec
McIver,rural,57,ACMA,sm,0,dec
McIver,rural,61,ACMA,sm,0,dec
Wildwood,rural,61,ACMA,sm,0,dec
McIver,rural,63,ACMA,sm,0,dec
Wildwood,rural,67,ACMA,sm,0,dec
Wildwood,rural,69,ACMA,sm,0,dec
Wildwood,rural,74,ACMA,sm,0,dec
McIver,rural,75,ACMA,sm,0,dec
Sandy,rural,80,ACMA,sm,0,dec
Sandy,rural,82,ACMA,sm,0,dec
Sandy,rural,83,ACMA,sm,0,dec
Wildwood,rural,83,ACMA,sm,0,dec
Wildwood,rural,87,ACMA,sm,0,dec
Wildwood,rural,88,ACMA,sm,0,dec
Sandy,rural,95,ACMA,sm,0,dec
Sandy,rural,111,ACMA,sm,0,dec
Sandy,rural,122,ACMA,sm,0,dec
Sandy,rural,128,ACMA,sm,0,dec
Sandy,rural,136,ACMA,sm,0,dec
Sandy,rural,141,ACMA,sm,0,dec
Sandy,rural,159,ACMA,sm,0,dec
Sandy,rural,176,ACMA,sm,1,dec
Sandy,rural,181,ACMA,sm,0,dec
Barlow,rural,1,ALRU,sm,0,dec
Marquam,urban,1,ALRU,sm,0,dec
Tryon,urban,1,ALRU,sm,0,dec
Wildwood,rural,1,ALRU,sm,0,dec
Barlow,rural,2,ALRU,sm,0,dec
Riverview,urban,2,ALRU,sm,0,dec
Barlow,rural,3,ALRU,sm,0,dec
ForestPark,urban,3,ALRU,sm,0,dec
McIver,rural,3,ALRU,sm,0,dec
Wildwood,rural,3,ALRU,sm,0,dec
Barlow,rural,4,ALRU,sm,0,dec
Marquam,urban,4,ALRU,sm,0,dec
Riverview,urban,4,ALRU,sm,0,dec
Riverview,urban,4,ALRU,sm,0,dec
Marquam,urban,5,ALRU,sm,0,dec
McIver,rural,5,ALRU,sm,0,dec
Riverview,urban,5,ALRU,sm,0,dec
Marquam,urban,6,ALRU,sm,0,dec
Riverview,urban,6,ALRU,sm,0,dec
Barlow,rural,7,ALRU,sm,0,dec
Lacamas,urban,7,ALRU,sm,0,dec
Riverview,urban,7,ALRU,sm,0,dec
ForestPark,urban,8,ALRU,sm,0,dec
Lacamas,urban,8,ALRU,sm,0,dec
Tryon,urban,8,ALRU,sm,0,dec
Barlow,rural,10,ALRU,sm,0,dec
Lacamas,urban,10,ALRU,sm,0,dec
Marquam,urban,10,ALRU,sm,0,dec
Oxbow,rural,10,ALRU,sm,0,dec
Oxbow,rural,11,ALRU,sm,0,dec
Barlow,rural,11,ALRU,sm,0,dec
ForestPark,urban,11,ALRU,sm,0,dec
Marquam,urban,11,ALRU,sm,0,dec
Riverview,urban,11,ALRU,sm,0,dec
ForestPark,urban,12,ALRU,sm,0,dec
Lacamas,urban,12,ALRU,sm,0,dec
McIver,rural,12,ALRU,sm,0,dec
Oxbow,rural,12,ALRU,sm,0,dec
Barlow,rural,13,ALRU,sm,0,dec
ForestPark,urban,13,ALRU,sm,0,dec
Lacamas,urban,13,ALRU,sm,0,dec
Tryon,urban,13,ALRU,sm,0,dec
Barlow,rural,14,ALRU,sm,1,dec
ForestPark,urban,14,ALRU,sm,0,dec
Lacamas,urban,14,ALRU,sm,0,dec
Marquam,urban,14,ALRU,sm,0,dec
ForestPark,urban,15,ALRU,sm,1,dec
ForestPark,urban,15,ALRU,sm,0,dec
McIver,rural,15,ALRU,sm,0,dec
Riverview,urban,15,ALRU,sm,0,dec
Tryon,urban,15,ALRU,sm,0,dec
Barlow,rural,16,ALRU,sm,0,dec
Tryon,urban,16,ALRU,sm,0,dec
Lacamas,urban,17,ALRU,sm,0,dec
McIver,rural,18,ALRU,sm,0,dec
Oxbow,rural,18,ALRU,sm,0,dec
Riverview,urban,18,ALRU,sm,0,dec
Tryon,urban,18,ALRU,sm,0,dec
Wildwood,rural,18,ALRU,sm,0,dec
ForestPark,urban,19,ALRU,sm,0,dec
Barlow,rural,20,ALRU,sm,0,dec
Lacamas,urban,20,ALRU,sm,0,dec
McIver,rural,20,ALRU,sm,0,dec
Riverview,urban,20,ALRU,sm,0,dec
Riverview,urban,20,ALRU,sm,0,dec
Lacamas,urban,21,ALRU,sm,0,dec
Riverview,urban,21,ALRU,sm,0,dec
Tryon,urban,21,ALRU,sm,0,dec
Marquam,urban,22,ALRU,sm,0,dec
Tryon,urban,23,ALRU,sm,0,dec
Wildwood,rural,23,ALRU,sm,0,dec
Barlow,rural,24,ALRU,sm,0,dec
ForestPark,urban,24,ALRU,sm,0,dec
Riverview,urban,24,ALRU,sm,0,dec
Wildwood,rural,24,ALRU,sm,0,dec
Barlow,rural,25,ALRU,sm,0,dec
Marquam,urban,25,ALRU,sm,0,dec
Riverview,urban,25,ALRU,sm,0,dec
McIver,rural,26,ALRU,sm,0,dec
Sandy,rural,26,ALRU,sm,0,dec
Barlow,rural,27,ALRU,sm,0,dec
Tryon,urban,27,ALRU,sm,0,dec
Oxbow,rural,28,ALRU,sm,0,dec
Tryon,urban,28,ALRU,sm,0,dec
Lacamas,urban,29,ALRU,sm,0,dec
Oxbow,rural,29,ALRU,sm,0,dec
Tryon,urban,29,ALRU,sm,0,dec
Barlow,rural,30,ALRU,sm,0,dec
ForestPark,urban,30,ALRU,sm,1,dec
Riverview,urban,30,ALRU,sm,0,dec
Tryon,urban,30,ALRU,sm,1,dec
Marquam,urban,31,ALRU,sm,0,dec
McIver,rural,31,ALRU,sm,0,dec
Tryon,urban,31,ALRU,sm,0,dec
Marquam,urban,32,ALRU,sm,0,dec
Oxbow,rural,32,ALRU,sm,0,dec
Lacamas,urban,35,ALRU,sm,1,dec
Marquam,urban,35,ALRU,sm,0,dec
Oxbow,rural,35,ALRU,sm,0,dec
Wildwood,rural,35,ALRU,sm,0,dec
ForestPark,urban,36,ALRU,sm,0,dec
Tryon,urban,36,ALRU,sm,0,dec
Wildwood,rural,37,ALRU,sm,0,dec
Oxbow,rural,38,ALRU,sm,0,dec
Lacamas,urban,39,ALRU,sm,0,dec
ForestPark,urban,40,ALRU,sm,0,dec
Oxbow,rural,40,ALRU,sm,0,dec
Tryon,urban,40,ALRU,sm,0,dec
Wildwood,rural,40,ALRU,sm,0,dec
McIver,rural,41,ALRU,sm,0,dec
Lacamas,urban,43,ALRU,sm,0,dec
Oxbow,rural,43,ALRU,sm,0,dec
ForestPark,urban,45,ALRU,sm,0,dec
Oxbow,rural,45,ALRU,sm,0,dec
Oxbow,rural,46,ALRU,sm,0,dec
Lacamas,urban,47,ALRU,sm,0,dec
Marquam,urban,47,ALRU,sm,0,dec
Oxbow,rural,47,ALRU,sm,0,dec
Marquam,urban,48,ALRU,sm,0,dec
Oxbow,rural,48,ALRU,sm,0,dec
Sandy,rural,48,ALRU,sm,0,dec
ForestPark,urban,49,ALRU,sm,0,dec
Lacamas,urban,50,ALRU,sm,0,dec
Marquam,urban,50,ALRU,sm,0,dec
McIver,rural,51,ALRU,sm,0,dec
Sandy,rural,53,ALRU,sm,0,dec
McIver,rural,56,ALRU,sm,0,dec
McIver,rural,57,ALRU,sm,0,dec
McIver,rural,61,ALRU,sm,0,dec
Wildwood,rural,61,ALRU,sm,0,dec
McIver,rural,63,ALRU,sm,0,dec
Wildwood,rural,67,ALRU,sm,0,dec
Wildwood,rural,69,ALRU,sm,0,dec
Wildwood,rural,74,ALRU,sm,0,dec
McIver,rural,75,ALRU,sm,0,dec
Sandy,rural,80,ALRU,sm,0,dec
Sandy,rural,82,ALRU,sm,0,dec
Sandy,rural,83,ALRU,sm,0,dec
Wildwood,rural,83,ALRU,sm,0,dec
Wildwood,rural,87,ALRU,sm,0,dec
Wildwood,rural,88,ALRU,sm,0,dec
Sandy,rural,95,ALRU,sm,0,dec
Sandy,rural,111,ALRU,sm,0,dec
Sandy,rural,122,ALRU,sm,0,dec
Sandy,rural,128,ALRU,sm,0,dec
Sandy,rural,136,ALRU,sm,0,dec
Sandy,rural,141,ALRU,sm,0,dec
Sandy,rural,159,ALRU,sm,0,dec
Sandy,rural,176,ALRU,sm,0,dec
Sandy,rural,181,ALRU,sm,0,dec
Barlow,rural,1,QUGA,sm,0,dec
Marquam,urban,1,QUGA,sm,0,dec
Tryon,urban,1,QUGA,sm,0,dec
Wildwood,rural,1,QUGA,sm,0,dec
Barlow,rural,2,QUGA,sm,0,dec
Riverview,urban,2,QUGA,sm,0,dec
Barlow,rural,3,QUGA,sm,0,dec
ForestPark,urban,3,QUGA,sm,0,dec
McIver,rural,3,QUGA,sm,0,dec
Wildwood,rural,3,QUGA,sm,0,dec
Barlow,rural,4,QUGA,sm,0,dec
Marquam,urban,4,QUGA,sm,0,dec
Riverview,urban,4,QUGA,sm,0,dec
Riverview,urban,4,QUGA,sm,0,dec
Marquam,urban,5,QUGA,sm,0,dec
McIver,rural,5,QUGA,sm,0,dec
Riverview,urban,5,QUGA,sm,0,dec
Marquam,urban,6,QUGA,sm,0,dec
Riverview,urban,6,QUGA,sm,0,dec
Barlow,rural,7,QUGA,sm,0,dec
Lacamas,urban,7,QUGA,sm,1,dec
Riverview,urban,7,QUGA,sm,0,dec
ForestPark,urban,8,QUGA,sm,0,dec
Lacamas,urban,8,QUGA,sm,0,dec
Tryon,urban,8,QUGA,sm,0,dec
Barlow,rural,10,QUGA,sm,0,dec
Lacamas,urban,10,QUGA,sm,0,dec
Marquam,urban,10,QUGA,sm,0,dec
Oxbow,rural,10,QUGA,sm,0,dec
Oxbow,rural,11,QUGA,sm,0,dec
Barlow,rural,11,QUGA,sm,0,dec
ForestPark,urban,11,QUGA,sm,0,dec
Marquam,urban,11,QUGA,sm,0,dec
Riverview,urban,11,QUGA,sm,0,dec
ForestPark,urban,12,QUGA,sm,1,dec
Lacamas,urban,12,QUGA,sm,0,dec
McIver,rural,12,QUGA,sm,0,dec
Oxbow,rural,12,QUGA,sm,0,dec
Barlow,rural,13,QUGA,sm,0,dec
ForestPark,urban,13,QUGA,sm,0,dec
Lacamas,urban,13,QUGA,sm,0,dec
Tryon,urban,13,QUGA,sm,0,dec
Barlow,rural,14,QUGA,sm,0,dec
ForestPark,urban,14,QUGA,sm,0,dec
Lacamas,urban,14,QUGA,sm,0,dec
Marquam,urban,14,QUGA,sm,0,dec
ForestPark,urban,15,QUGA,sm,0,dec
ForestPark,urban,15,QUGA,sm,0,dec
McIver,rural,15,QUGA,sm,0,dec
Riverview,urban,15,QUGA,sm,0,dec
Tryon,urban,15,QUGA,sm,0,dec
Barlow,rural,16,QUGA,sm,0,dec
Tryon,urban,16,QUGA,sm,0,dec
Lacamas,urban,17,QUGA,sm,0,dec
McIver,rural,18,QUGA,sm,0,dec
Oxbow,rural,18,QUGA,sm,0,dec
Riverview,urban,18,QUGA,sm,0,dec
Tryon,urban,18,QUGA,sm,0,dec
Wildwood,rural,18,QUGA,sm,0,dec
ForestPark,urban,19,QUGA,sm,0,dec
Barlow,rural,20,QUGA,sm,0,dec
Lacamas,urban,20,QUGA,sm,0,dec
McIver,rural,20,QUGA,sm,0,dec
Riverview,urban,20,QUGA,sm,0,dec
Riverview,urban,20,QUGA,sm,0,dec
Lacamas,urban,21,QUGA,sm,0,dec
Riverview,urban,21,QUGA,sm,0,dec
Tryon,urban,21,QUGA,sm,0,dec
Marquam,urban,22,QUGA,sm,0,dec
Tryon,urban,23,QUGA,sm,0,dec
Wildwood,rural,23,QUGA,sm,0,dec
Barlow,rural,24,QUGA,sm,0,dec
ForestPark,urban,24,QUGA,sm,0,dec
Riverview,urban,24,QUGA,sm,0,dec
Wildwood,rural,24,QUGA,sm,0,dec
Barlow,rural,25,QUGA,sm,0,dec
Marquam,urban,25,QUGA,sm,0,dec
Riverview,urban,25,QUGA,sm,0,dec
McIver,rural,26,QUGA,sm,0,dec
Sandy,rural,26,QUGA,sm,0,dec
Barlow,rural,27,QUGA,sm,0,dec
Tryon,urban,27,QUGA,sm,0,dec
Oxbow,rural,28,QUGA,sm,0,dec
Tryon,urban,28,QUGA,sm,0,dec
Lacamas,urban,29,QUGA,sm,0,dec
Oxbow,rural,29,QUGA,sm,0,dec
Tryon,urban,29,QUGA,sm,0,dec
Barlow,rural,30,QUGA,sm,0,dec
ForestPark,urban,30,QUGA,sm,0,dec
Riverview,urban,30,QUGA,sm,0,dec
Tryon,urban,30,QUGA,sm,0,dec
Marquam,urban,31,QUGA,sm,0,dec
McIver,rural,31,QUGA,sm,0,dec
Tryon,urban,31,QUGA,sm,0,dec
Marquam,urban,32,QUGA,sm,0,dec
Oxbow,rural,32,QUGA,sm,0,dec
Lacamas,urban,35,QUGA,sm,0,dec
Marquam,urban,35,QUGA,sm,0,dec
Oxbow,rural,35,QUGA,sm,0,dec
Wildwood,rural,35,QUGA,sm,0,dec
ForestPark,urban,36,QUGA,sm,0,dec
Tryon,urban,36,QUGA,sm,0,dec
Wildwood,rural,37,QUGA,sm,0,dec
Oxbow,rural,38,QUGA,sm,0,dec
Lacamas,urban,39,QUGA,sm,0,dec
ForestPark,urban,40,QUGA,sm,0,dec
Oxbow,rural,40,QUGA,sm,0,dec
Tryon,urban,40,QUGA,sm,0,dec
Wildwood,rural,40,QUGA,sm,0,dec
McIver,rural,41,QUGA,sm,0,dec
Lacamas,urban,43,QUGA,sm,0,dec
Oxbow,rural,43,QUGA,sm,0,dec
ForestPark,urban,45,QUGA,sm,0,dec
Oxbow,rural,45,QUGA,sm,0,dec
Oxbow,rural,46,QUGA,sm,0,dec
Lacamas,urban,47,QUGA,sm,0,dec
Marquam,urban,47,QUGA,sm,0,dec
Oxbow,rural,47,QUGA,sm,0,dec
Marquam,urban,48,QUGA,sm,0,dec
Oxbow,rural,48,QUGA,sm,0,dec
Sandy,rural,48,QUGA,sm,0,dec
ForestPark,urban,49,QUGA,sm,0,dec
Lacamas,urban,50,QUGA,sm,0,dec
Marquam,urban,50,QUGA,sm,0,dec
McIver,rural,51,QUGA,sm,0,dec
Sandy,rural,53,QUGA,sm,0,dec
McIver,rural,56,QUGA,sm,0,dec
McIver,rural,57,QUGA,sm,0,dec
McIver,rural,61,QUGA,sm,0,dec
Wildwood,rural,61,QUGA,sm,0,dec
